"name","SMILES","InChI","InChIKey","formula","neutralMass","molNeutralized","mz"
"Fenuron-TP7","NC(=O)NC1=CC=CC=C1","InChI=1S/C7H8N2O/c8-7(10)9-6-4-2-1-3-5-6/h1-5H,(H3,8,9,10)","LUBJCRLGQSPQNN-UHFFFAOYSA-N","C7H8N2O",136.063662876,FALSE,NA
"Fipronil-TP1","C1=C(C=C(C(=C1)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F","InChI=1S/C12H5ClF6N4OS/c13-6-3-5(11(14,15)16)1-2-8(6)23-10(21)9(7(4-20)22-23)25(24)12(17,18)19/h1-3H,21H2","QVUOGBJCXYCJBA-UHFFFAOYSA-N","C12H5ClF6N4OS",401.97767878,FALSE,NA
"Fipronil-TP2","c1c(cc(c(c1Cl)n1c(c(c(n1)C(=O)O)S(=O)C(F)(F)F)N)Cl)C(F)(F)F","InChI=1S/C12H5Cl2F6N3O3S/c13-4-1-3(11(15,16)17)2-5(14)7(4)23-9(21)8(6(22-23)10(24)25)27(26)12(18,19)20/h1-2H,21H2,(H,24,25)","OHWPIAZSHNMBAC-UHFFFAOYSA-N","C12H5Cl2F6N3O3S",454.9332867,TRUE,NA
"Fipronil-TP3","C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)(C(F)(F)F)=O)N)Cl)C(F)(F)F","InChI=1S/C12H4Cl2F6N4O2S/c13-5-1-4(11(15,16)17)2-6(14)8(5)24-10(22)9(7(3-21)23-24)27(25,26)12(18,19)20/h1-2H,22H2","LGHZJDKSVUTELU-UHFFFAOYSA-N","C12H4Cl2F6N4O2S",451.933621048,FALSE,NA
"Fipronil-TP4","C1=C(C=CC(=C1)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)C(F)(F)F","InChI=1S/C12H6F6N4OS/c13-11(14,15)6-1-3-7(4-2-6)22-10(20)9(8(5-19)21-22)24(23)12(16,17)18/h1-4H,20H2","QPEFQDZEYHTMBN-UHFFFAOYSA-N","C12H6F6N4OS",368.016651132,FALSE,NA
"Fipronil-TP5","c1c(cc(c(c1)n1c(c(c(n1)C(=O)O)S(=O)C(F)(F)F)N)Cl)C(F)(F)F","InChI=1S/C12H6ClF6N3O3S/c13-5-3-4(11(14,15)16)1-2-6(5)22-9(20)8(7(21-22)10(23)24)26(25)12(17,18)19/h1-3H,20H2,(H,23,24)","VLEOCRCBZXFOKH-UHFFFAOYSA-N","C12H6ClF6N3O3S",420.972259052,TRUE,NA
"Fipronil-TP6","C1=C(C=C(C(=C1)N2C(=C(C(=N2)C#N)S(=O)(C(F)(F)F)=O)N)Cl)C(F)(F)F","InChI=1S/C12H5ClF6N4O2S/c13-6-3-5(11(14,15)16)1-2-8(6)23-10(21)9(7(4-20)22-23)26(24,25)12(17,18)19/h1-3H,21H2","PYRJKHFNKCSPGC-UHFFFAOYSA-N","C12H5ClF6N4O2S",417.9725934,FALSE,NA
"Fipronil-TP8","c1c(ccc(c1)n1c(c(c(n1)C(=O)O)S(=O)C(F)(F)F)N)C(F)(F)F","InChI=1S/C12H7F6N3O3S/c13-11(14,15)5-1-3-6(4-2-5)21-9(19)8(7(20-21)10(22)23)25(24)12(16,17)18/h1-4H,19H2,(H,22,23)","VSTSNODFSMEPAK-UHFFFAOYSA-N","C12H7F6N3O3S",387.011231404,TRUE,NA
"Fipronil-TP9","C1=C(C=CC(=C1)N2C(=C(C(=N2)C#N)S(=O)(C(F)(F)F)=O)N)C(F)(F)F","InChI=1S/C12H6F6N4O2S/c13-11(14,15)6-1-3-7(4-2-6)22-10(20)9(8(5-19)21-22)25(23,24)12(16,17)18/h1-4H,20H2","WWXOMNITYJUKGR-UHFFFAOYSA-N","C12H6F6N4O2S",384.011565752,FALSE,NA
"Fipronil-TP10","c1c(cc(c(c1)n1c(c(c(n1)C(=O)O)S(=O)(=O)C(F)(F)F)N)Cl)C(F)(F)F","InChI=1S/C12H6ClF6N3O4S/c13-5-3-4(11(14,15)16)1-2-6(5)22-9(20)8(7(21-22)10(23)24)27(25,26)12(17,18)19/h1-3H,20H2,(H,23,24)","VEJKDJPDLQPRGX-UHFFFAOYSA-N","C12H6ClF6N3O4S",436.967173672,TRUE,NA
"Fipronil-TP7","c1c(cc(c(c1Cl)n1c(c(c(n1)C(=O)O)S(=O)(=O)C(F)(F)F)N)Cl)C(F)(F)F","InChI=1S/C12H5Cl2F6N3O4S/c13-4-1-3(11(15,16)17)2-5(14)7(4)23-9(21)8(6(22-23)10(24)25)28(26,27)12(18,19)20/h1-2H,21H2,(H,24,25)","XCVWAYYMOBHADX-UHFFFAOYSA-N","C12H5Cl2F6N3O4S",470.92820132,TRUE,NA
"Fipronil-TP11","c1(c(cc(c(c1Cl)n1c(c(c(n1)C(=O)O)S(=O)(=O)C(F)(F)F)N)Cl)C(F)(F)F)O","InChI=1S/C12H5Cl2F6N3O5S/c13-3-1-2(11(15,16)17)7(24)4(14)6(3)23-9(21)8(5(22-23)10(25)26)29(27,28)12(18,19)20/h1,24H,21H2,(H,25,26)","LNUORTJJOUASFE-UHFFFAOYSA-N","C12H5Cl2F6N3O5S",486.92311594,TRUE,NA
"Fluconazole-TP1","C1(=C(C(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O)O)O","InChI=1S/C13H12F2N6O3/c14-8-1-9(15)11(22)12(23)10(8)13(24,2-20-6-16-4-18-20)3-21-7-17-5-19-21/h1,4-7,22-24H,2-3H2","HHZLLESPPKRBPJ-UHFFFAOYSA-N","C13H12F2N6O3",338.093894684,FALSE,NA
"Fluconazole-TP2","C(=O)(C(=C(C(=CC(=O)F)F)C(Cn1cncn1)(Cn1cncn1)O)O)O","InChI=1S/C13H12F2N6O5/c14-8(1-9(15)22)10(11(23)12(24)25)13(26,2-20-6-16-4-18-20)3-21-7-17-5-19-21/h1,4-7,23,26H,2-3H2,(H,24,25)","HSLLPVSJZYPWBW-UHFFFAOYSA-N","C13H12F2N6O5",370.083723924,TRUE,NA
"Fluconazole-TP4","C(=O)(C(Cn1cncn1)(Cn1cncn1)O)O","InChI=1S/C8H10N6O3/c15-7(16)8(17,1-13-5-9-3-11-13)2-14-6-10-4-12-14/h3-6,17H,1-2H2,(H,15,16)","OGUKBNJRCXBVHJ-UHFFFAOYSA-N","C8H10N6O3",238.08143818,TRUE,NA
"Fluconazole-TP5","C(C(=CC(=C(C(O)=O)C(CN1C=NC=N1)(CN2C=NC=N2)O)F)F)(O)=O","InChI=1S/C13H12F2N6O5/c14-8(1-9(15)11(22)23)10(12(24)25)13(26,2-20-6-16-4-18-20)3-21-7-17-5-19-21/h1,4-7,26H,2-3H2,(H,22,23)(H,24,25)","SCBRSCALTRCGIC-UHFFFAOYSA-N","C13H12F2N6O5",370.083723924,FALSE,NA
"Fluconazole-TP6","C(=O)(C(C(C(=CC(=O)F)F)(C(Cn1cncn1)(Cn1cncn1)O)O)O)O","InChI=1S/C13H14F2N6O6/c14-8(1-9(15)22)13(27,10(23)11(24)25)12(26,2-20-6-16-4-18-20)3-21-7-17-5-19-21/h1,4-7,10,23,26-27H,2-3H2,(H,24,25)","DHZMNEGVTZNTMC-UHFFFAOYSA-N","C13H14F2N6O6",388.094288608,TRUE,NA
"Fluconazole-TP7","C(=O)(C(=O)C(C(=CC(=O)F)F)C(Cn1cncn1)(Cn1cncn1)O)O","InChI=1S/C13H12F2N6O5/c14-8(1-9(15)22)10(11(23)12(24)25)13(26,2-20-6-16-4-18-20)3-21-7-17-5-19-21/h1,4-7,10,26H,2-3H2,(H,24,25)","ULHKAMGUCJPEFJ-UHFFFAOYSA-N","C13H12F2N6O5",370.083723924,TRUE,NA
"Fluconazole-TP8","C(=O)(C(=O)C(=C(CC(=O)F)F)C(Cn1cncn1)(Cn1cncn1)O)O","InChI=1S/C13H12F2N6O5/c14-8(1-9(15)22)10(11(23)12(24)25)13(26,2-20-6-16-4-18-20)3-21-7-17-5-19-21/h4-7,26H,1-3H2,(H,24,25)","DHOPWRJWXNRJRR-UHFFFAOYSA-N","C13H12F2N6O5",370.083723924,TRUE,NA
"Fluconazole-TP12","C(C(C(C(=C(C(O)=O)C(CN1C=NC=N1)(CN2C=NC=N2)O)F)O)F)(O)=O","InChI=1S/C13H14F2N6O6/c14-8(10(22)9(15)12(25)26)7(11(23)24)13(27,1-20-5-16-3-18-20)2-21-6-17-4-19-21/h3-6,9-10,22,27H,1-2H2,(H,23,24)(H,25,26)","VJMJHIZIEKCRSX-UHFFFAOYSA-N","C13H14F2N6O6",388.094288608,FALSE,NA
"Fluconazole-TP13","C(C(=CC(C(C(O)=O)C(CN1C=NC=N1)(CN2C=NC=N2)O)(F)O)F)(O)=O","InChI=1S/C13H14F2N6O6/c14-8(10(22)23)1-13(15,27)9(11(24)25)12(26,2-20-6-16-4-18-20)3-21-7-17-5-19-21/h1,4-7,9,26-27H,2-3H2,(H,22,23)(H,24,25)","KQSLLWCQQSFPJL-UHFFFAOYSA-N","C13H14F2N6O6",388.094288608,FALSE,NA
"Fluconazole-TP14","C1(C(=CC(=C(C(O)=O)C(CN2C=NC=N2)(CN3C=NC=N3)O)O1)F)=O","InChI=1S/C13H11FN6O5/c14-8-1-9(25-12(8)23)10(11(21)22)13(24,2-19-6-15-4-17-19)3-20-7-16-5-18-20/h1,4-7,24H,2-3H2,(H,21,22)","BSZWZIQMJLPRHU-UHFFFAOYSA-N","C13H11FN6O5",350.077495672,FALSE,NA
"Fluconazole-TP16","C(CN1C=NC=N1)(CN2C=NC=N2)=[OH]","InChI=1S/C7H9N6O/c14-7(1-12-5-8-3-10-12)2-13-6-9-4-11-13/h3-6,14H,1-2H2","OHNWMSTXCHOEBH-UHFFFAOYSA-N","C7H9N6O",193.083783908,FALSE,NA
"Fluopyram-TP1","C1=CC=C(C(=C1)C(=O)NCCC2=CC=C(C=N2)C(F)(F)F)C(F)(F)F","InChI=1S/C16H12F6N2O/c17-15(18,19)10-5-6-11(24-9-10)7-8-23-14(25)12-3-1-2-4-13(12)16(20,21)22/h1-6,9H,7-8H2,(H,23,25)","PQVYQOJTCQJZNU-UHFFFAOYSA-N","C16H12F6N2O",362.085382324,FALSE,NA
"Fluopyram-TP2","C1=CC=C(C(=C1)C(=O)O)C(F)(F)F","InChI=1S/C8H5F3O2/c9-8(10,11)6-4-2-1-3-5(6)7(12)13/h1-4H,(H,12,13)","FBRJYBGLCHWYOE-UHFFFAOYSA-N","C8H5F3O2",190.02416406,FALSE,NA
"Fluopyram-TP3","NCCC1=C(C=C(C=N1)C(F)(F)F)Cl","InChI=1S/C8H8ClF3N2/c9-6-3-5(8(10,11)12)4-14-7(6)1-2-13/h3-4H,1-2,13H2","BEESBQNARXNIDL-UHFFFAOYSA-N","C8H8ClF3N2",224.032810596,FALSE,NA
"Fluopyram-TP4","C1=CC=C(C(=C1)C(=O)N)C(F)(F)F","InChI=1S/C8H6F3NO/c9-8(10,11)6-4-2-1-3-5(6)7(12)13/h1-4H,(H2,12,13)","QBAYIBZITZBSFO-UHFFFAOYSA-N","C8H6F3NO",189.040148472,FALSE,NA
"Fluopyram-TP5","C(CC1=C(C=C(C=N1)C(F)(F)F)Cl)O","InChI=1S/C8H7ClF3NO/c9-6-3-5(8(10,11)12)4-13-7(6)1-2-14/h3-4,14H,1-2H2","SYWQOFKDYHLWIQ-UHFFFAOYSA-N","C8H7ClF3NO",225.016826184,FALSE,NA
"Fluopyram-TP18","C(=O)(C(=CC(=C(C=O)C(=O)O)C(F)(F)F)O)O","InChI=1S/C8H5F3O6/c9-8(10,11)4(1-5(13)7(16)17)3(2-12)6(14)15/h1-2,13H,(H,14,15)(H,16,17)/b4-3-,5-1?","YSKZZOFBPGPNRA-KJFKTYKESA-N","C8H5F3O6",254.00382254,TRUE,NA
"Fluopyram-TP21","C(C=C(C(=CC(O)=O)C(F)(F)F)C(=O)O)(O)=O","InChI=1S/C8H5F3O6/c9-8(10,11)4(2-6(14)15)3(7(16)17)1-5(12)13/h1-2H,(H,12,13)(H,14,15)(H,16,17)/b3-1-,4-2?","ZWHUNFHCTZMWAR-PBIXIIOPSA-N","C8H5F3O6",254.00382254,FALSE,NA
"Fluopyram-TP22","C(=O)(C(=C(C(=CC=O)C(F)(F)F)C(=O)O)O)O","InChI=1S/C8H5F3O6/c9-8(10,11)3(1-2-12)4(6(14)15)5(13)7(16)17/h1-2,13H,(H,14,15)(H,16,17)/b3-1-,5-4?","FUKLLENGRZNKBO-PRBJRFGISA-N","C8H5F3O6",254.00382254,TRUE,NA
"Fluopyram-TP24","C(C=CC(=C(C(O)=O)C(=O)O)C(F)(F)F)(O)=O","InChI=1S/C8H5F3O6/c9-8(10,11)3(1-2-4(12)13)5(6(14)15)7(16)17/h1-2H,(H,12,13)(H,14,15)(H,16,17)","XUQRPQOUTTXKJA-UHFFFAOYSA-N","C8H5F3O6",254.00382254,FALSE,NA
"Fluopyram-TP25","C(=O)C=C(C(=C(C(=O)O)O)C(F)(F)F)C(=O)O","InChI=1S/C8H5F3O6/c9-8(10,11)4(5(13)7(16)17)3(1-2-12)6(14)15/h1-2,13H,(H,14,15)(H,16,17)/b3-1-,5-4?","FNTZMORGMUSTPL-PRBJRFGISA-N","C8H5F3O6",254.00382254,TRUE,NA
"Fluopyram-TP27","C(C(O)=O)=CC(=C(C(O)=O)C(F)(F)F)C(=O)O","InChI=1S/C8H5F3O6/c9-8(10,11)5(7(16)17)3(6(14)15)1-2-4(12)13/h1-2H,(H,12,13)(H,14,15)(H,16,17)/b2-1+,5-3?","CRWFPKKWZWLGKR-BJUUGVFESA-N","C8H5F3O6",254.00382254,FALSE,NA
"Fluopyram-TP13","NCCC1=C(C=C(C(=N1)O)C(F)(F)F)Cl","InChI=1S/C8H8ClF3N2O/c9-5-3-4(8(10,11)12)7(15)14-6(5)1-2-13/h3H,1-2,13H2,(H,14,15)","HANGWEJKKOMQHM-UHFFFAOYSA-N","C8H8ClF3N2O",240.027725216,FALSE,NA
"Fluopyram-TP33","C(CC1=C(C=C(C(=N1)O)C(F)(F)F)Cl)=O","InChI=1S/C8H5ClF3NO2/c9-5-3-4(8(10,11)12)7(15)13-6(5)1-2-14/h2-3H,1H2,(H,13,15)","YYWJLJWEDUHTPZ-UHFFFAOYSA-N","C8H5ClF3NO2",238.99609074,FALSE,NA
"Fluopyram-TP34","C(=O)(Cc1c(cc(cn1)C(F)(F)F)Cl)O","InChI=1S/C8H5ClF3NO2/c9-5-1-4(8(10,11)12)3-13-6(5)2-7(14)15/h1,3H,2H2,(H,14,15)","ZCMWOZJSLGQSQV-UHFFFAOYSA-N","C8H5ClF3NO2",238.99609074,TRUE,NA
"Fluoxetine-TP1","CNCCC(C1=CC=CC=C1)=O","InChI=1S/C10H13NO/c1-11-8-7-10(12)9-5-3-2-4-6-9/h2-6,11H,7-8H2,1H3","CAIKBWLFBLRPJU-UHFFFAOYSA-N","C10H13NO",163.099714036,FALSE,NA
"Fluoxetine-TP2","C1(=CC=C(C=C1)C(F)(F)F)O","InChI=1S/C7H5F3O/c8-7(9,10)5-1-3-6(11)4-2-5/h1-4,11H","BAYGVMXZJBFEMB-UHFFFAOYSA-N","C7H5F3O",162.02924944,FALSE,NA
"Fluoxetine-TP3","NCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F","InChI=1S/C16H16F3NO/c17-16(18,19)13-6-8-14(9-7-13)21-15(10-11-20)12-4-2-1-3-5-12/h1-9,15H,10-11,20H2","WIQRCHMSJFFONW-UHFFFAOYSA-N","C16H16F3NO",295.118398792,FALSE,NA
"Fluoxetine-TP4","CN","InChI=1S/CH5N/c1-2/h2H2,1H3","BAVYZALUXZFZLV-UHFFFAOYSA-N","CH5N",31.04219916,FALSE,NA
"Fluoxetine-TP5","C(CC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F)=O","InChI=1S/C16H13F3O2/c17-16(18,19)13-6-8-14(9-7-13)21-15(10-11-20)12-4-2-1-3-5-12/h1-9,11,15H,10H2","RJAOFIXAMOCEMD-UHFFFAOYSA-N","C16H13F3O2",294.086764316,FALSE,NA
"Fluoxetine-TP6","CNCCC(C1=C(C(=CC=C1)O)O)=O","InChI=1S/C10H13NO3/c1-11-6-5-8(12)7-3-2-4-9(13)10(7)14/h2-4,11,13-14H,5-6H2,1H3","UWYYNVBHMJZUQC-UHFFFAOYSA-N","C10H13NO3",195.089543276,FALSE,NA
"Fluoxetine-TP7","CNCCC(C1=CC(=C(C=C1)O)O)=O","InChI=1S/C10H13NO3/c1-11-5-4-8(12)7-2-3-9(13)10(14)6-7/h2-3,6,11,13-14H,4-5H2,1H3","FOCRGZKTQHVQQS-UHFFFAOYSA-N","C10H13NO3",195.089543276,FALSE,NA
"Fluoxetine-TP12","CNCCC(=O)C(=O)C=CC=C(C(=O)O)O","InChI=1S/C10H13NO5/c1-11-6-5-8(13)7(12)3-2-4-9(14)10(15)16/h2-4,11,14H,5-6H2,1H3,(H,15,16)/b3-2+,9-4?","WLMOUEUVRNBAFI-MFNQIRJZSA-N","C10H13NO5",227.079372516,TRUE,NA
"Fluoxetine-TP17","CNCCC(C(C(O)=O)=CC=CC(O)=O)=O","InChI=1S/C10H13NO5/c1-11-6-5-8(12)7(10(15)16)3-2-4-9(13)14/h2-4,11H,5-6H2,1H3,(H,13,14)(H,15,16)/b4-2?,7-3-","BPEQCVKXLNMSEY-HHKOPGQXSA-N","C10H13NO5",227.079372516,FALSE,NA
"Fluoxetine-TP18","CNCCC(=O)C(=CC=C(C(=O)O)O)C=O","InChI=1S/C10H13NO5/c1-11-5-4-8(13)7(6-12)2-3-9(14)10(15)16/h2-3,6,11,14H,4-5H2,1H3,(H,15,16)","UKTAQEOYBRTMND-UHFFFAOYSA-N","C10H13NO5",227.079372516,TRUE,NA
"Fluoxetine-TP21","CNCCC(=O)C=CCC(=[OH])C(=O)[OH2]","InChI=1S/C9H14NO4/c1-10-6-5-7(11)3-2-4-8(12)9(13)14/h2-3,10,12-13H,4-6H2,1H3/q-1/b3-2+","XUPHLUJDBBBCAA-NSCUHMNNSA-N","C9H15NO4",201.10010796,TRUE,NA
"Fluoxetine-TP23","CNCCC(C(=CC(O)=O)C=CC(O)=O)=O","InChI=1S/C10H13NO5/c1-11-5-4-8(12)7(6-10(15)16)2-3-9(13)14/h2-3,6,11H,4-5H2,1H3,(H,13,14)(H,15,16)/b3-2+,7-6?","BWWFHPWYGBPYMN-CLWCCIFVSA-N","C10H13NO5",227.079372516,FALSE,NA
"Fluoxetine-TP25","C(=O)(C(=CC(=CC=O)C(F)(F)F)O)O","InChI=1S/C7H5F3O4/c8-7(9,10)4(1-2-11)3-5(12)6(13)14/h1-3,12H,(H,13,14)/b4-1-,5-3?","DKNADXYTOYYZRR-QYUPQHQMSA-N","C7H5F3O4",210.0139933,TRUE,NA
"Fluoxetine-TP27","C(C=CC(=CC(O)=O)C(F)(F)F)(O)=O","InChI=1S/C7H5F3O4/c8-7(9,10)4(3-6(13)14)1-2-5(11)12/h1-3H,(H,11,12)(H,13,14)/b2-1+,4-3?","DSPAUKDRSIDSJV-BRHLVPALSA-N","C7H5F3O4",210.0139933,FALSE,NA
"Fluoxetine-TP11","C(=O)(CC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F)O","InChI=1S/C16H13F3O3/c17-16(18,19)12-6-8-13(9-7-12)22-14(10-15(20)21)11-4-2-1-3-5-11/h1-9,14H,10H2,(H,20,21)","QXMMAJMDXZHOET-UHFFFAOYSA-N","C16H13F3O3",310.081678936,TRUE,NA
"Fluroxypyr-TP1","C(C(=O)O)=O","InChI=1S/C2H2O3/c3-1-2(4)5/h1H,(H,4,5)","HHLFWLYXYJOTON-UHFFFAOYSA-N","C2H2O3",74.000393924,FALSE,NA
"Fluroxypyr-TP2","C1(=NC(=C(C(=C1Cl)N)Cl)F)O","InChI=1S/C5H3Cl2FN2O/c6-1-3(9)2(7)5(11)10-4(1)8/h(H3,9,10,11)","JPMASQTVFRLSAV-UHFFFAOYSA-N","C5H3Cl2FN2O",195.960646296,FALSE,NA
"Fluroxypyr-TP3","C(C(=O)O)OC1=NC(=C(C(=C1)N)Cl)F","InChI=1S/C7H6ClFN2O3/c8-6-3(10)1-4(11-7(6)9)14-2-5(12)13/h1H,2H2,(H2,10,11)(H,12,13)","BEZGWKYKRFRBMA-UHFFFAOYSA-N","C7H6ClFN2O3",220.005097952,FALSE,NA
"Fluroxypyr-TP4","C(C(=O)O)OC1=NC(=CC(=C1Cl)N)F","InChI=1S/C7H6ClFN2O3/c8-6-3(10)1-4(9)11-7(6)14-2-5(12)13/h1H,2H2,(H2,10,11)(H,12,13)","BGONBNZLADFNAA-UHFFFAOYSA-N","C7H6ClFN2O3",220.005097952,FALSE,NA
"Fluroxypyr-TP6","C1(=NC(=C(C(=C1)N)Cl)F)O","InChI=1S/C5H4ClFN2O/c6-4-2(8)1-3(10)9-5(4)7/h1H,(H3,8,9,10)","QVODIJLSJYUQDQ-UHFFFAOYSA-N","C5H4ClFN2O",161.999618648,FALSE,NA
"Fluroxypyr-TP7","C1(=NC(=CC(=C1Cl)N)F)O","InChI=1S/C5H4ClFN2O/c6-4-2(8)1-3(7)9-5(4)10/h1H,(H3,8,9,10)","AJMAJQYAHHTIDR-UHFFFAOYSA-N","C5H4ClFN2O",161.999618648,FALSE,NA
"Fluroxypyr-TP8","C(C(=O)O)OC1=NC(=CC(=C1)N)F","InChI=1S/C7H7FN2O3/c8-5-1-4(9)2-6(10-5)13-3-7(11)12/h1-2H,3H2,(H2,9,10)(H,11,12)","FVTPVRVXYOKLRO-UHFFFAOYSA-N","C7H7FN2O3",186.044070304,FALSE,NA
"Fluxapyroxad-TP1","CN1C=C(C(=N1)C(F)O)C(=O)NC2=CC=CC=C2C3=CC(=C(C(=C3)F)F)F","InChI=1S/C18H13F4N3O2/c1-25-8-11(16(24-25)17(22)26)18(27)23-14-5-3-2-4-10(14)9-6-12(19)15(21)13(20)7-9/h2-8,17,26H,1H3,(H,23,27)","ZEAXEJHNISHYIU-UHFFFAOYSA-N","C18H13F4N3O2",379.094389536,FALSE,NA
"Fluxapyroxad-TP2","CN1C=C(C(=N1)C(F)F)C(=O)N","InChI=1S/C6H7F2N3O/c1-11-2-3(6(9)12)4(10-11)5(7)8/h2,5H,1H3,(H2,9,12)","XNXCINUKGNQCEZ-UHFFFAOYSA-N","C6H7F2N3O",175.055718284,FALSE,NA
"Fluxapyroxad-TP3","C1(=C(C=CC=C1C2=CC(=C(C(=C2)F)F)F)O)O","InChI=1S/C12H7F3O2/c13-8-4-6(5-9(14)11(8)15)7-2-1-3-10(16)12(7)17/h1-5,16-17H","IRNNCPUEAHIGDD-UHFFFAOYSA-N","C12H7F3O2",240.039814124,FALSE,NA
"Fluxapyroxad-TP4","CN1C=C(C(=N1)C(F)F)C(=O)O","InChI=1S/C6H6F2N2O2/c1-10-2-3(6(11)12)4(9-10)5(7)8/h2,5H,1H3,(H,11,12)","RLOHOBNEYHBZID-UHFFFAOYSA-N","C6H6F2N2O2",176.039733872,FALSE,NA
"Fluxapyroxad-TP5","NC1=CC=CC=C1C2=CC(=C(C(=C2)F)F)F","InChI=1S/C12H8F3N/c13-9-5-7(6-10(14)12(9)15)8-3-1-2-4-11(8)16/h1-6H,16H2","FTIKVBVUYPQUBF-UHFFFAOYSA-N","C12H8F3N",223.060883916,FALSE,NA
"Fluxapyroxad-TP9","C(=O)(C(=CC=CC(=O)c1cc(c(c(c1)F)F)F)O)O","InChI=1S/C12H7F3O4/c13-7-4-6(5-8(14)11(7)15)9(16)2-1-3-10(17)12(18)19/h1-5,17H,(H,18,19)/b2-1+,10-3?","GYOPWBBYPDEGTM-DYFJCLAZSA-N","C12H7F3O4",272.029643364,TRUE,NA
"Fluxapyroxad-TP12","C(C(=CC=CC(O)=O)C1=CC(=C(C(=C1)F)F)F)(O)=O","InChI=1S/C12H7F3O4/c13-8-4-6(5-9(14)11(8)15)7(12(18)19)2-1-3-10(16)17/h1-5H,(H,16,17)(H,18,19)/b3-1?,7-2-","HFMMUKZWHSZLNP-BGMCUYDTSA-N","C12H7F3O4",272.029643364,FALSE,NA
"Fluxapyroxad-TP19","C(=O)(C(=CC=CC(=O)c1c(c(c(c(c1)F)F)F)O)O)O","InChI=1S/C12H7F3O5/c13-6-4-5(11(18)10(15)9(6)14)7(16)2-1-3-8(17)12(19)20/h1-4,17-18H,(H,19,20)/b2-1+,8-3?","BLBQOIORUJAUBY-LWYNHZEMSA-N","C12H7F3O5",288.024557984,TRUE,NA
"Fluxapyroxad-TP20","C(=O)(C(C(C=CC(=O)c1cc(c(c(c1)F)F)F)O)O)O","InChI=1S/C12H9F3O5/c13-6-3-5(4-7(14)10(6)15)8(16)1-2-9(17)11(18)12(19)20/h1-4,9,11,17-18H,(H,19,20)","JCWUVXMJIPNMCM-UHFFFAOYSA-N","C12H9F3O5",290.040208048,TRUE,NA
"Fluxapyroxad-TP21","C(=O)(C(=CC(CC(=O)c1cc(c(c(c1)F)F)F)O)O)O","InChI=1S/C12H9F3O5/c13-7-1-5(2-8(14)11(7)15)9(17)3-6(16)4-10(18)12(19)20/h1-2,4,6,16,18H,3H2,(H,19,20)","UXZPCXOVDUWNCL-UHFFFAOYSA-N","C12H9F3O5",290.040208048,TRUE,NA
"Fluxapyroxad-TP22","C(=O)(C(=O)CC=CC(=O)c1cc(c(c(c1)F)F)F)O","InChI=1S/C12H7F3O4/c13-7-4-6(5-8(14)11(7)15)9(16)2-1-3-10(17)12(18)19/h1-2,4-5H,3H2,(H,18,19)/b2-1+","VWPMXKYWECGEGD-OWOJBTEDSA-N","C12H7F3O4",272.029643364,TRUE,NA
"Fluxapyroxad-TP23","C(=O)(C(=CCCC(=O)c1cc(c(c(c1)F)F)F)O)O","InChI=1S/C12H9F3O4/c13-7-4-6(5-8(14)11(7)15)9(16)2-1-3-10(17)12(18)19/h3-5,17H,1-2H2,(H,18,19)","YBHBYFNNMFOPEF-UHFFFAOYSA-N","C12H9F3O4",274.045293428,TRUE,NA
"Fluxapyroxad-TP24","C(=O)(C(=O)C=CCC(=O)c1cc(c(c(c1)F)F)F)O","InChI=1S/C12H7F3O4/c13-7-4-6(5-8(14)11(7)15)9(16)2-1-3-10(17)12(18)19/h1,3-5H,2H2,(H,18,19)","KVPKQDYEAANYOF-UHFFFAOYSA-N","C12H7F3O4",272.029643364,TRUE,NA
"Fluxapyroxad-TP31","C(C(=CC=CC(O)=O)C1=C(C(=C(C(=C1)F)F)F)O)(O)=O","InChI=1S/C12H7F3O5/c13-7-4-6(11(18)10(15)9(7)14)5(12(19)20)2-1-3-8(16)17/h1-4,18H,(H,16,17)(H,19,20)/b3-1+,5-2?","WGZLZCBNKGBUGS-WVDGYHJRSA-N","C12H7F3O5",288.024557984,FALSE,NA
"Fluxapyroxad-TP32","C(C(C(C=CC(O)=O)O)C1=CC(=C(C(=C1)F)F)F)(O)=O","InChI=1S/C12H9F3O5/c13-6-3-5(4-7(14)11(6)15)10(12(19)20)8(16)1-2-9(17)18/h1-4,8,10,16H,(H,17,18)(H,19,20)","SZHPXPLCEYILIB-UHFFFAOYSA-N","C12H9F3O5",290.040208048,FALSE,NA
"Fluxapyroxad-TP33","C(C(=CC(CC(O)=O)O)C1=CC(=C(C(=C1)F)F)F)(O)=O","InChI=1S/C12H9F3O5/c13-8-1-5(2-9(14)11(8)15)7(12(19)20)3-6(16)4-10(17)18/h1-3,6,16H,4H2,(H,17,18)(H,19,20)/b7-3-","QAFANMXHUMOZHK-CLTKARDFSA-N","C12H9F3O5",290.040208048,FALSE,NA
