"group","ret","mz","20250630_D1_S1_NTS_Pos_2-22_1_10520","20250630_D1_S2_NTS_Pos_2-23_1_10521","20250630_D1_S3_NTS_Pos_2-24_1_10522","20250630_D1_S4_NTS_Pos_2-3_1_10500","20250630_D1_S5_NTS_Pos_2-4_1_10501","20250630_D1_S6_NTS_Pos_2-5_1_10502","20250630_D1_S7_NTS_Pos_1-38_1_10480","20250630_D1_S8_NTS_Pos_1-39_1_10481","20250630_D1_S9_NTS_Pos_1-40_1_10482","20250630_D2_S1_NTS_Pos_2-25_1_10523","20250630_D2_S10_NTS_Pos_1-22_1_10463","20250630_D2_S11_NTS_Pos_1-23_1_10464","20250630_D2_S12_NTS_Pos_1-24_1_10465","20250630_D2_S2_NTS_Pos_2-26_1_10524","20250630_D2_S3_NTS_Pos_2-27_1_10525","20250630_D2_S4_NTS_Pos_2-6_1_10503","20250630_D2_S5_NTS_Pos_2-7_1_10504","20250630_D2_S6_NTS_Pos_2-8_1_10505","20250630_D2_S7_NTS_Pos_1-41_1_10483","20250630_D2_S8_NTS_Pos_1-42_1_10484","20250630_D2_S9_NTS_Pos_1-43_1_10485","20250630_D3_S1_NTS_Pos_2-28_1_10526","20250630_D3_S10_NTS_Pos_1-25_1_10466","20250630_D3_S11_NTS_Pos_1-26_1_10467","20250630_D3_S12_NTS_Pos_1-27_1_10468","20250630_D3_S2_NTS_Pos_2-29_1_10527","20250630_D3_S3_NTS_Pos_2-30_1_10528","20250630_D3_S4_NTS_Pos_2-9_1_10506","20250630_D3_S5_NTS_Pos_2-10_1_10507","20250630_D3_S6_NTS_Pos_2-11_1_10508","20250630_D3_S7_NTS_Pos_1-44_1_10486","20250630_D3_S8_NTS_Pos_1-45_1_10487","20250630_D3_S9_NTS_Pos_1-46_1_10488","20250630_D4_S1_NTSPos_2-31_1_10529","20250630_D4_S10_NTS_Pos_1-28_1_10469","20250630_D4_S11_NTS_Pos_1-29_1_10470","20250630_D4_S12_NTS_Pos_1-30_1_10471","20250630_D4_S2_NTS_Pos_2-32_1_10530","20250630_D4_S3_NTS_Pos_2-33_1_10531","20250630_D4_S4_NTS_Pos_2-12_1_10509","20250630_D4_S5_NTS_Pos_2-13_1_10510","20250630_D4_S6_NTS_Pos_2-14_1_10511","20250630_D4_S7_NTS_Pos_1-47_1_10489","20250630_D4_S8_NTS_Pos_1-48_1_10490","20250630_D4_S9_NTS_Pos_1-49_1_10491","20250630_D5_S1_NTS_Pos_2-34_1_10532","20250630_D5_S10_NTS_Pos_1-31_1_10472","20250630_D5_S11_NTS_Pos_1-32_1_10473","20250630_D5_S12_NTS_Pos_1-33_1_10474","20250630_D5_S2_NTS_Pos_2-35_1_10533","20250630_D5_S3_NTS_Pos_2-36_1_10534","20250630_D5_S4_NTS_Pos_2-15_1_10512","20250630_D5_S5_NTS_Pos_2-16_1_10513","20250630_D5_S6_NTS_Pos_2-17_1_10514","20250630_D5_S7_NTS_Pos_1-50_1_10492","20250630_D5_S8_NTS_Pos_1-51_1_10493","20250630_D5_S9_NTS_Pos_1-52_1_10494","20250630_D6_S1_NTS_Pos_2-37_1_10535","20250630_D6_S10_NTS_Pos_1-34_1_10475","20250630_D6_S11_NTS_Pos_1-35_1_10476","20250630_D6_S12_NTS_Pos_1-36_1_10477","20250630_D6_S2_NTS_Pos_2-38_1_10536","20250630_D6_S3_NTS_Pos_2-39_1_10537","20250630_D6_S4_NTS_Pos_2-18_1_10515","20250630_D6_S5_NTS_Pos_2-19_1_10516","20250630_D6_S6_NTS_Pos_2-20_1_10517","20250630_D6_S7_NTS_Pos_1-53_1_10495","20250630_D6_S8_NTS_Pos_1-54_1_10496","20250630_D6_S9_NTS_Pos_2-1_1_10497","20250701_D1_S1_NTS_Neg_2-22_1_10621","20250701_D1_S2_NTS_Neg_2-23_1_10622","20250701_D1_S3_NTS_Neg_2-24_1_10623","20250701_D1_S4_NTS_Neg_2-3_1_10601","20250701_D1_S5_NTS_Neg_2-4_1_10602","20250701_D1_S6_NTS_Neg_2-5_1_10603","20250701_D1_S7_NTS_Neg_1-38_1_10581","20250701_D1_S8_NTS_Neg_1-39_1_10582","20250701_D1_S9_NTS_Neg_1-40_1_10583","20250701_D2_S1_NTS_Neg_2-25_1_10624","20250701_D2_S10_NTS_Neg_1-22_1_10564","20250701_D2_S11_NTS_Neg_1-23_1_10565","20250701_D2_S12_NTS_Neg_1-24_1_10566","20250701_D2_S2_NTS_Neg_2-26_1_10625","20250701_D2_S3_NTS_Neg_2-27_1_10626","20250701_D2_S4_NTS_Neg_2-6_1_10604","20250701_D2_S5_NTS_Neg_2-7_1_10605","20250701_D2_S6_NTS_Neg_2-8_1_10606","20250701_D2_S7_NTS_Neg_1-41_1_10584","20250701_D2_S8_NTS_Neg_1-42_1_10585","20250701_D2_S9_NTS_Neg_1-43_1_10586","20250701_D3_S1_NTS_Neg_2-28_1_10627","20250701_D3_S10_NTS_Neg_1-25_1_10567","20250701_D3_S11_NTS_Neg_1-26_1_10568","20250701_D3_S12_NTS_Neg_1-27_1_10569","20250701_D3_S2_NTS_Neg_2-29_1_10628","20250701_D3_S3_NTS_Neg_2-30_1_10629","20250701_D3_S4_NTS_Neg_2-9_1_10607","20250701_D3_S5_NTS_Neg_2-10_1_10608","20250701_D3_S6_NTS_Neg_2-11_1_10609","20250701_D3_S7_NTS_Neg_1-44_1_10587","20250701_D3_S8_NTS_Neg_1-45_1_10588","20250701_D3_S9_NTS_Neg_1-46_1_10589","20250701_D4_S1_NTS_Neg_2-31_1_10630","20250701_D4_S10_NTS_Neg_1-28_1_10570","20250701_D4_S11_NTS_Neg_1-29_1_10571","20250701_D4_S12_NTS_Neg_1-30_1_10572","20250701_D4_S2_NTS_Neg_2-32_1_10631","20250701_D4_S3_NTS_Neg_2-33_1_10632","20250701_D4_S4_NTS_Neg_2-12_1_10610","20250701_D4_S5_NTS_Neg_2-13_1_10611","20250701_D4_S6_NTS_Neg_2-14_1_10612","20250701_D4_S7_NTS_Neg_1-47_1_10590","20250701_D4_S8_NTS_Neg_1-48_1_10591","20250701_D4_S9_NTS_Neg_1-49_1_10592","20250701_D5_S1_NTS_Neg_2-34_1_10633","20250701_D5_S10_NTS_Neg_1-31_1_10573","20250701_D5_S11_NTS_Neg_1-32_1_10574","20250701_D5_S12_NTS_Neg_1-33_1_10575","20250701_D5_S2_NTS_Neg_2-35_1_10634","20250701_D5_S3_NTS_Neg_2-36_1_10635","20250701_D5_S4_NTS_Neg_2-15_1_10613","20250701_D5_S5_NTS_Neg_2-16_1_10614","20250701_D5_S6_NTS_Neg_2-17_1_10615","20250701_D5_S7_NTS_Neg_1-50_1_10593","20250701_D5_S8_NTS_Neg_1-51_1_10594","20250701_D5_S9_NTS_Neg_1-52_1_10595","20250701_D6_S1_NTS_Neg_2-37_1_10636","20250701_D6_S10_NTS_Neg_1-34_1_10576","20250701_D6_S11_NTS_Neg_1-35_1_10577","20250701_D6_S12_NTS_Neg_1-36_1_10578","20250701_D6_S2_NTS_Neg_2-38_1_10637","20250701_D6_S3_NTS_Neg_2-39_1_10638","20250701_D6_S4_NTS_Neg_2-18_1_10616","20250701_D6_S5_NTS_Neg_2-19_1_10617","20250701_D6_S6_NTS_Neg_2-20_1_10618","20250701_D6_S7_NTS_Neg_1-53_1_10596","20250701_D6_S8_NTS_Neg_1-54_1_10597","20250701_D6_S9_NTS_Neg_2-1_1_10598","adduct","neutralMass","susp_name"
"M248_R354_690",353.671877,248.17699,0,0,0,0,0,0,56689,32601,58202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",248.17699,"3,5-Di-tert-butyl-4-hydroxyacetophenone"
"M248_R386_691",386.039295800933,248.1773895,2314673,1909263,1858810,1927002,1117635,1459567,2413381,2125224,2272961,2547006,1307452,900392,1226554,2814534,3109146,1516374,2444207,1474959,1903349,2214932,1048095,2076691,1807830,1856264,1768819,2126598,1846960,1285926,1308342,2802905,1678168,2330149,1105245,2841354,1931158,2133534,2039285,3348132,2841704,2991099,3271334,3413406,2856079,3396012,3395282,2988333,1225694,1459413,1441005,3968583,3424490,1612095,1463110,2430895,2545066,2275700,2549557,1605435,1746124,1388213,1628255,1839472,1550172,1726106,2020640,887600,2044361,1581488,726025,0,0,0,0,0,0,0,0,0,0,212913,252566,188155,0,0,263006,87912,82240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126017,157271,216500,0,0,96447,83700,107618,120419,150239,69281,0,88215,104334,88750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+,[M-H]-",248.1773895,"3,5-Di-tert-butyl-4-hydroxyacetophenone"
"M248_R373_692",373.347927,248.177486,228692,215394,158877,227143,183216,178316,296496,281632,278598,257699,168204,137470,125729,247983,258792,150358,295900,243021,167618,190896,116899,394014,518529,547502,443451,424978,222757,315794,254773,434116,328675,432250,278350,497404,357086,413441,368862,665991,467861,267786,305702,644255,492545,815696,599738,456085,323672,311467,402714,506690,340347,215688,228535,411061,397275,294771,317579,392158,392098,433537,432921,301343,309922,205687,265396,116314,374025,284871,215849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",248.177486,"3,5-Di-tert-butyl-4-hydroxyacetophenone"
"M248_R398_693",397.628992,248.177512,0,0,0,1036420,713394,684365,955883,992951,963238,0,310112,304470,333934,0,0,582511,697294,491932,543593,596947,503065,0,321332,361710,287130,0,0,279302,174624,500797,361522,428317,205949,0,265319,361166,295897,0,0,497137,410733,405697,461056,475230,382203,0,0,0,0,0,0,0,0,0,0,0,0,0,369300,352681,317160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",248.177512,"3,5-Di-tert-butyl-4-hydroxyacetophenone"
"M248_R384_694",384.421321,248.196875,0,0,0,0,0,0,0,0,0,79576,0,0,0,70826,88566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88253,52533,54904,65954,112588,90341,116639,216982,101685,0,0,0,115922,0,0,0,123716,82772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",248.196875,"[(butoxymethylethoxy)methylethoxy]propan-1-ol"
"M249_R314_698",314.158106,249.172758,70952,57296,50183,0,0,0,0,0,0,98793,0,0,0,71156,59120,0,0,0,0,0,0,85275,0,0,0,73821,55653,0,0,0,0,0,0,88699,0,0,0,103697,75842,0,0,0,0,0,0,64381,0,0,0,69156,64511,0,0,0,0,0,0,82896,0,0,0,57523,85925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",249.172758,"N,N-Didesmethylvenlafaxine,N,O-Didesmethylvenlafaxine,O-Desmethylvenlafaxine-TP2,Tramadol-TP1,Tramadol-TP2,Venlafaxine HCl-TP6,Venlafaxine HCl-TP8,Venlafaxine-d6-TP9"
"M249_R269_699",268.919748,249.172811,0,0,0,0,0,0,0,0,0,58759,0,0,0,90681,63313,0,0,0,0,0,0,69523,0,0,0,109882,99353,0,0,0,0,0,0,96873,0,0,0,130445,108044,163860,92969,86869,128089,115987,120604,84994,0,0,0,78597,84089,0,0,0,0,0,0,100722,0,0,0,94089,83719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",249.172811,"N,N-Didesmethylvenlafaxine,N,O-Didesmethylvenlafaxine,O-Desmethylvenlafaxine-TP2,Tramadol-TP1,Tramadol-TP2,Venlafaxine HCl-TP6,Venlafaxine HCl-TP8,Venlafaxine-d6-TP9"
"M249_R256_700",256.295942,249.172869,0,0,0,0,0,0,128801,102750,65964,0,0,0,0,0,0,63524,109724,81140,103941,93738,52384,0,0,0,0,0,0,123764,98543,181472,94716,176190,78310,93779,0,0,0,186801,93692,187970,131968,163171,150654,192767,139599,128474,0,0,0,128329,166708,0,0,0,0,0,0,119002,0,0,0,193187,70849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",249.172869,"N,N-Didesmethylvenlafaxine,N,O-Didesmethylvenlafaxine,O-Desmethylvenlafaxine-TP2,Tramadol-TP1,Tramadol-TP2,Venlafaxine HCl-TP6,Venlafaxine HCl-TP8,Venlafaxine-d6-TP9"
"M250_R372_701",371.57166,249.992751,115808,105792,104712,300895,196458,164104,217097,281579,277358,99495,295856,217969,251916,84358,91954,134490,181602,142903,173912,187718,136495,101134,0,0,0,105669,88175,155710,140397,226863,174143,180723,130436,59624,369423,418057,340219,79288,58060,103669,116540,113974,100640,98078,95716,84750,260647,247867,311093,71775,75754,125488,155273,150735,144824,147831,170825,70760,276097,249105,260122,61749,84697,147871,145606,130656,112895,93430,102070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",249.992751,"4,4_-Dichlorobenzophenone,Tris(3-chloropropyl) phosphate-TP4"
"M250_R402_702",402.48724,250.056898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72076,66568,50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",250.056898,"2-(2-nitro-4-trifluoromethylphenylamino)ethanol,4-(4'-Trifluoromethylphenyl)benzaldehyde,Sulfadiazine,Thiacloprid-TP37,Thiacloprid-TP40"
"M250_R372_703",371.7788728842,250.156564,77471,83954,82981,0,0,0,0,0,0,115283,107434,94905,105464,78182,83651,105001,94892,98461,64965,107652,86552,90062,92720,101299,99861,95425,59505,0,0,0,67098,68288,72413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171810,185221,167368,0,0,0,72786,97800,81731,147872,75362,52133,57593,132355,135450,95313,125012,104520,117758,137903,115906,156568,0,0,0,148829,170116,121998,121659,131658,128176,175192,171355,81023,56323,63671,66008,73800,99037,146160,175268,148447,146622,155648,154507,43961,0,0,0,60009,52230,0,0,0,129639,103851,87375,105702,91464,98859,90768,93267,93992,0,0,0,0,0,0,"[M+H]+,[M-H]-",250.156564,"Gemfibrozil,Octisalate"
"M250_R363_704",363.458305061011,250.1566505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79640,58062,63438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20524,0,0,0,22695,13684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+,[M-H]-",250.1566505,"Gemfibrozil,Octisalate"
"M250_R295_705",295.383278,250.168068,0,0,0,96104,65076,61438,75526,72448,78439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",250.168068,"Lidocaine-d10 N-Oxide,N,N'''-1,6-hexanediylbis[N'-cyanoguanidine]"
"M250_R400_708",399.607446978777,250.1930545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84327,85206,59020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60061,75455,76623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+,[M-H]-",250.1930545,"2,5-di-tert-pentylhydroquinone,2-[4-(1,1,3,3-tetramethylbutyl)phenoxy]ethanol _  4-Octylphenol mono-ethoxylate,Reaction mass of (4aR,8R,9bS)-7,7,8,9,9-pentamethyl-4,4a,5,6,7,8,9,9b-octahydroindeno[4,5-d][1,3]dioxine and (4aR,8S,9bS)-7,7,8,9,9-pentamethyl-4,4a,5"
"M250_R378_709",377.514955,250.193194,0,0,0,80020,55496,59483,83181,65618,83083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48193,57950,44804,0,0,0,0,0,0,0,0,0,0,0,0,37657,35344,88987,0,0,0,0,0,0,0,0,0,0,0,0,0,53043,61620,51866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",250.193194,"2,5-di-tert-pentylhydroquinone,2-[4-(1,1,3,3-tetramethylbutyl)phenoxy]ethanol _  4-Octylphenol mono-ethoxylate,Reaction mass of (4aR,8R,9bS)-7,7,8,9,9-pentamethyl-4,4a,5,6,7,8,9,9b-octahydroindeno[4,5-d][1,3]dioxine and (4aR,8S,9bS)-7,7,8,9,9-pentamethyl-4,4a,5"
"M252_R296_717",295.503112,252.089998,129934,192208,100386,0,0,0,112915,98917,72729,81406,122374,127756,159659,131009,139390,0,0,0,0,0,0,130284,124754,171647,90921,141925,148183,166244,136119,144908,104921,104558,80271,180914,83808,92000,95940,177768,187280,201802,165466,190479,117744,154849,140759,135536,0,0,0,145805,166157,0,0,0,78405,67865,89447,140458,76408,88001,42558,176473,171163,77544,83631,62106,130879,112055,167389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",252.089998,"1-Hydroxycarbamazepine,10,11-Dihydro-10-hydroxycarbamazepine-TP1,2-Hydroxycarbamazepine,3-Hydroxycarbamazepine,Benzo(e)acephenanthrylene,Benzo(k)fluoranthene,Benzo[def]chrysene,Benzo[e]pyrene,Benzo[j]fluoranthene,Carbamazepine-10,11-epoxide,Phenytoine"
"M252_R325_718",325.128418,252.090154,0,0,0,0,0,0,0,0,0,58034,0,0,0,50032,56057,0,0,0,0,0,0,39234,0,0,0,64167,59597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",252.090154,"1-Hydroxycarbamazepine,10,11-Dihydro-10-hydroxycarbamazepine-TP1,2-Hydroxycarbamazepine,3-Hydroxycarbamazepine,Benzo(e)acephenanthrylene,Benzo(k)fluoranthene,Benzo[def]chrysene,Benzo[e]pyrene,Benzo[j]fluoranthene,Carbamazepine-10,11-epoxide,Phenytoine"
"M252_R218_719",217.591816493522,252.1202995,0,0,0,401130,244742,118121,304252,212711,244252,0,64195,63371,67461,0,0,173233,200994,153058,277045,337652,261466,65363,0,0,0,56711,70756,0,0,0,69836,194406,82392,0,0,0,0,0,0,175653,89757,66694,107025,173223,90490,0,0,0,0,0,0,0,0,0,76781,101065,107222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51134,53913,59322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+,[M-H]-",252.1202995,"Cimetidine,Desmethyl-formamido-pirimicarb"
"M252_R224_720",224.260738,252.120304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118197,57498,47099,86433,62383,82709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",252.120304,"Cimetidine,Desmethyl-formamido-pirimicarb"
"M252_R370_721",370.129688,252.135609,0,0,0,63976,73868,69161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59367,52040,54677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",252.135609,"UT-632"
"M252_R409_722",408.589655,252.156099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50279,0,0,0,52094,46944,53770,88744,53934,70769,68661,50732,62561,0,0,0,66098,63409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",252.156099,"2,5,8,11,14-Pentaoxahexadecan-16-ol,Hexazinone"
"M252_R374_723",374.034443,252.172413,71114,84043,43138,117044,90487,88358,89615,112236,96416,79241,76476,52572,74405,70258,76050,77351,103576,74438,74713,87150,53398,26542,95152,86880,133314,88996,58366,76820,49047,91361,73806,70257,60480,79120,102461,78725,79277,84002,74221,93287,114911,107045,86661,97170,89665,90480,70095,61727,66019,50382,50223,96418,58382,84812,0,0,0,69312,74923,83326,83403,53886,40001,71956,71119,81241,90010,67957,49686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",252.172413,"(1S,4R,6R)-1-[(3E)-5-hydroxy-3-methylpent-3-en-1-yn-1-yl]-2,2,6-trimethylcyclohexane-1,4-diol"
"M252_R385_724",384.548374,252.172495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24517,0,0,0,48302,46575,0,0,0,66816,35848,50783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",252.172495,"(1S,4R,6R)-1-[(3E)-5-hydroxy-3-methylpent-3-en-1-yn-1-yl]-2,2,6-trimethylcyclohexane-1,4-diol"
"M252_R398_725",398.413951,252.208954,0,0,0,0,0,0,105189,52136,62977,0,0,0,0,0,0,50761,74774,62649,60334,53809,57029,0,0,0,0,0,0,61949,67765,52196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57335,43810,54018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",252.208954,"(1R,2S,2'S,4R)-1,7,7-Trimethylbicyclo (2.2.1)heptane-2-spiro-4'-(2'-isopropyl-1',3'-dioxane),(Z,E)-Tetradeca-9,12-dienyl acetate"
