"group","ret","mz","20250630_D1_S1_NTS_Pos_2-22_1_10520","20250630_D1_S2_NTS_Pos_2-23_1_10521","20250630_D1_S3_NTS_Pos_2-24_1_10522","20250630_D1_S4_NTS_Pos_2-3_1_10500","20250630_D1_S5_NTS_Pos_2-4_1_10501","20250630_D1_S6_NTS_Pos_2-5_1_10502","20250630_D1_S7_NTS_Pos_1-38_1_10480","20250630_D1_S8_NTS_Pos_1-39_1_10481","20250630_D1_S9_NTS_Pos_1-40_1_10482","20250630_D2_S1_NTS_Pos_2-25_1_10523","20250630_D2_S10_NTS_Pos_1-22_1_10463","20250630_D2_S11_NTS_Pos_1-23_1_10464","20250630_D2_S12_NTS_Pos_1-24_1_10465","20250630_D2_S2_NTS_Pos_2-26_1_10524","20250630_D2_S3_NTS_Pos_2-27_1_10525","20250630_D2_S4_NTS_Pos_2-6_1_10503","20250630_D2_S5_NTS_Pos_2-7_1_10504","20250630_D2_S6_NTS_Pos_2-8_1_10505","20250630_D2_S7_NTS_Pos_1-41_1_10483","20250630_D2_S8_NTS_Pos_1-42_1_10484","20250630_D2_S9_NTS_Pos_1-43_1_10485","20250630_D3_S1_NTS_Pos_2-28_1_10526","20250630_D3_S10_NTS_Pos_1-25_1_10466","20250630_D3_S11_NTS_Pos_1-26_1_10467","20250630_D3_S12_NTS_Pos_1-27_1_10468","20250630_D3_S2_NTS_Pos_2-29_1_10527","20250630_D3_S3_NTS_Pos_2-30_1_10528","20250630_D3_S4_NTS_Pos_2-9_1_10506","20250630_D3_S5_NTS_Pos_2-10_1_10507","20250630_D3_S6_NTS_Pos_2-11_1_10508","20250630_D3_S7_NTS_Pos_1-44_1_10486","20250630_D3_S8_NTS_Pos_1-45_1_10487","20250630_D3_S9_NTS_Pos_1-46_1_10488","20250630_D4_S1_NTSPos_2-31_1_10529","20250630_D4_S10_NTS_Pos_1-28_1_10469","20250630_D4_S11_NTS_Pos_1-29_1_10470","20250630_D4_S12_NTS_Pos_1-30_1_10471","20250630_D4_S2_NTS_Pos_2-32_1_10530","20250630_D4_S3_NTS_Pos_2-33_1_10531","20250630_D4_S4_NTS_Pos_2-12_1_10509","20250630_D4_S5_NTS_Pos_2-13_1_10510","20250630_D4_S6_NTS_Pos_2-14_1_10511","20250630_D4_S7_NTS_Pos_1-47_1_10489","20250630_D4_S8_NTS_Pos_1-48_1_10490","20250630_D4_S9_NTS_Pos_1-49_1_10491","20250630_D5_S1_NTS_Pos_2-34_1_10532","20250630_D5_S10_NTS_Pos_1-31_1_10472","20250630_D5_S11_NTS_Pos_1-32_1_10473","20250630_D5_S12_NTS_Pos_1-33_1_10474","20250630_D5_S2_NTS_Pos_2-35_1_10533","20250630_D5_S3_NTS_Pos_2-36_1_10534","20250630_D5_S4_NTS_Pos_2-15_1_10512","20250630_D5_S5_NTS_Pos_2-16_1_10513","20250630_D5_S6_NTS_Pos_2-17_1_10514","20250630_D5_S7_NTS_Pos_1-50_1_10492","20250630_D5_S8_NTS_Pos_1-51_1_10493","20250630_D5_S9_NTS_Pos_1-52_1_10494","20250630_D6_S1_NTS_Pos_2-37_1_10535","20250630_D6_S10_NTS_Pos_1-34_1_10475","20250630_D6_S11_NTS_Pos_1-35_1_10476","20250630_D6_S12_NTS_Pos_1-36_1_10477","20250630_D6_S2_NTS_Pos_2-38_1_10536","20250630_D6_S3_NTS_Pos_2-39_1_10537","20250630_D6_S4_NTS_Pos_2-18_1_10515","20250630_D6_S5_NTS_Pos_2-19_1_10516","20250630_D6_S6_NTS_Pos_2-20_1_10517","20250630_D6_S7_NTS_Pos_1-53_1_10495","20250630_D6_S8_NTS_Pos_1-54_1_10496","20250630_D6_S9_NTS_Pos_2-1_1_10497","20250701_D1_S1_NTS_Neg_2-22_1_10621","20250701_D1_S2_NTS_Neg_2-23_1_10622","20250701_D1_S3_NTS_Neg_2-24_1_10623","20250701_D1_S4_NTS_Neg_2-3_1_10601","20250701_D1_S5_NTS_Neg_2-4_1_10602","20250701_D1_S6_NTS_Neg_2-5_1_10603","20250701_D1_S7_NTS_Neg_1-38_1_10581","20250701_D1_S8_NTS_Neg_1-39_1_10582","20250701_D1_S9_NTS_Neg_1-40_1_10583","20250701_D2_S1_NTS_Neg_2-25_1_10624","20250701_D2_S10_NTS_Neg_1-22_1_10564","20250701_D2_S11_NTS_Neg_1-23_1_10565","20250701_D2_S12_NTS_Neg_1-24_1_10566","20250701_D2_S2_NTS_Neg_2-26_1_10625","20250701_D2_S3_NTS_Neg_2-27_1_10626","20250701_D2_S4_NTS_Neg_2-6_1_10604","20250701_D2_S5_NTS_Neg_2-7_1_10605","20250701_D2_S6_NTS_Neg_2-8_1_10606","20250701_D2_S7_NTS_Neg_1-41_1_10584","20250701_D2_S8_NTS_Neg_1-42_1_10585","20250701_D2_S9_NTS_Neg_1-43_1_10586","20250701_D3_S1_NTS_Neg_2-28_1_10627","20250701_D3_S10_NTS_Neg_1-25_1_10567","20250701_D3_S11_NTS_Neg_1-26_1_10568","20250701_D3_S12_NTS_Neg_1-27_1_10569","20250701_D3_S2_NTS_Neg_2-29_1_10628","20250701_D3_S3_NTS_Neg_2-30_1_10629","20250701_D3_S4_NTS_Neg_2-9_1_10607","20250701_D3_S5_NTS_Neg_2-10_1_10608","20250701_D3_S6_NTS_Neg_2-11_1_10609","20250701_D3_S7_NTS_Neg_1-44_1_10587","20250701_D3_S8_NTS_Neg_1-45_1_10588","20250701_D3_S9_NTS_Neg_1-46_1_10589","20250701_D4_S1_NTS_Neg_2-31_1_10630","20250701_D4_S10_NTS_Neg_1-28_1_10570","20250701_D4_S11_NTS_Neg_1-29_1_10571","20250701_D4_S12_NTS_Neg_1-30_1_10572","20250701_D4_S2_NTS_Neg_2-32_1_10631","20250701_D4_S3_NTS_Neg_2-33_1_10632","20250701_D4_S4_NTS_Neg_2-12_1_10610","20250701_D4_S5_NTS_Neg_2-13_1_10611","20250701_D4_S6_NTS_Neg_2-14_1_10612","20250701_D4_S7_NTS_Neg_1-47_1_10590","20250701_D4_S8_NTS_Neg_1-48_1_10591","20250701_D4_S9_NTS_Neg_1-49_1_10592","20250701_D5_S1_NTS_Neg_2-34_1_10633","20250701_D5_S10_NTS_Neg_1-31_1_10573","20250701_D5_S11_NTS_Neg_1-32_1_10574","20250701_D5_S12_NTS_Neg_1-33_1_10575","20250701_D5_S2_NTS_Neg_2-35_1_10634","20250701_D5_S3_NTS_Neg_2-36_1_10635","20250701_D5_S4_NTS_Neg_2-15_1_10613","20250701_D5_S5_NTS_Neg_2-16_1_10614","20250701_D5_S6_NTS_Neg_2-17_1_10615","20250701_D5_S7_NTS_Neg_1-50_1_10593","20250701_D5_S8_NTS_Neg_1-51_1_10594","20250701_D5_S9_NTS_Neg_1-52_1_10595","20250701_D6_S1_NTS_Neg_2-37_1_10636","20250701_D6_S10_NTS_Neg_1-34_1_10576","20250701_D6_S11_NTS_Neg_1-35_1_10577","20250701_D6_S12_NTS_Neg_1-36_1_10578","20250701_D6_S2_NTS_Neg_2-38_1_10637","20250701_D6_S3_NTS_Neg_2-39_1_10638","20250701_D6_S4_NTS_Neg_2-18_1_10616","20250701_D6_S5_NTS_Neg_2-19_1_10617","20250701_D6_S6_NTS_Neg_2-20_1_10618","20250701_D6_S7_NTS_Neg_1-53_1_10596","20250701_D6_S8_NTS_Neg_1-54_1_10597","20250701_D6_S9_NTS_Neg_2-1_1_10598","adduct","neutralMass","susp_name"
"M57_R309_1",309.095963,57.058097,131169,130384,138741,0,0,0,0,0,0,108029,0,0,0,142357,133391,0,0,0,0,0,0,0,0,0,0,0,0,75775,86592,202834,0,0,0,171718,0,0,0,195645,131039,173042,185173,146038,99348,109891,103483,108078,0,0,0,148422,123158,0,0,0,0,0,0,135626,0,0,0,81838,133959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",57.058097,"2-methylaziridine"
"M57_R277_2",276.777899,57.058146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67269,0,0,0,56637,66876,0,0,0,0,0,0,75693,0,0,0,76547,64539,53343,53181,55083,59976,59108,79840,58009,0,0,0,60255,51759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",57.058146,"2-methylaziridine"
"M58_R296_3",296.372363,58.042094,0,0,0,67281,95250,69159,102438,105720,28077,0,0,0,0,0,0,55828,49773,17615,30782,49864,29377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44542,27051,69038,0,0,0,0,0,0,0,0,0,60359,41370,51919,77065,58903,42727,0,0,0,0,0,0,47904,60463,33364,59547,36897,61807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",58.042094,"Atenolol-TP5,Atrazin-TP5,Bentazone-TP6,Bezafibrate-1-TP10,Bezafibrate-TP10,Clofibric acid-TP10,Methyloxirane,Metoprolol-TP7,Propranolol-TP4,Rotigotine-TP2,Sotalol-TP3,Tris(3-chloropropyl) phosphate-TP28"
"M58_R251_4",250.624198,58.042096,128601,80340,48196,247850,120925,147461,208080,93944,51911,26576,104815,488965,287983,117280,76911,118007,135862,125428,208573,297497,432084,0,236025,226313,122104,0,0,214169,232650,280198,201679,278903,124483,0,153876,59336,211759,0,0,173203,58499,115389,87042,71003,54900,208699,95515,61505,100368,172238,123379,0,0,0,41691,68214,36064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",58.042096,"Atenolol-TP5,Atrazin-TP5,Bentazone-TP6,Bezafibrate-1-TP10,Bezafibrate-TP10,Clofibric acid-TP10,Methyloxirane,Metoprolol-TP7,Propranolol-TP4,Rotigotine-TP2,Sotalol-TP3,Tris(3-chloropropyl) phosphate-TP28"
"M72_R294_5",294.100844,72.0577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43446,0,0,0,52256,72084,84503,101897,56474,51985,55191,58442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",72.0577,"Neburon-TP16,Tetrahydrofuran,Triisobutyl phosphate-TP4"
"M72_R327_6",326.960074,72.057723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70600,92072,90537,0,0,0,0,0,0,0,0,0,79590,68687,51072,0,0,0,0,0,0,122911,123284,78463,91461,73481,61995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",72.057723,"Neburon-TP16,Tetrahydrofuran,Triisobutyl phosphate-TP4"
"M82_R375_9",374.568995,82.078439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103342,118373,132281,0,0,0,0,0,0,0,0,0,140053,77080,82068,111138,77147,101658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",82.078439,"Cyclohexene"
"M84_R228_10",227.920417,84.021205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111719,149592,170383,0,0,0,0,0,0,96289,118080,68777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",84.021205,"1,1,1-trifluoroethane"
"M86_R183_13",183.031538,86.036897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83231,66156,81913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",86.036897,"1,4-Butynediol,2,2'-bioxirane"
"M88_R195_14",195.255465,88.052599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123511,108081,92632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",88.052599,"1,4-dioxane,2-Butene-1,4-diol,Neburon-TP29,Neburon-TP31,Triisobutyl phosphate-TP10,Triisobutyl phosphate-TP11,Triisobutyl phosphate-TP15"
"M88_R226_15",225.961338,88.052619,0,0,0,170558,167565,105686,179602,66371,119895,0,139330,163304,209829,0,0,122238,55022,110115,156058,233683,309822,0,0,0,0,0,0,0,0,0,79357,97653,68180,0,72281,162730,120509,0,0,98384,80062,193319,205951,183110,155307,0,0,0,0,0,0,0,0,0,0,0,0,0,410186,152327,417162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",88.052619,"1,4-dioxane,2-Butene-1,4-diol,Neburon-TP29,Neburon-TP31,Triisobutyl phosphate-TP10,Triisobutyl phosphate-TP11,Triisobutyl phosphate-TP15"
"M88_R250_16",249.561087,88.052735,0,0,0,0,0,0,0,0,0,0,98589,116893,142227,0,0,117241,53995,41882,55266,80134,117185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46969,72512,51389,0,0,0,0,0,0,0,0,0,0,0,0,0,354890,89717,306728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",88.052735,"1,4-dioxane,2-Butene-1,4-diol,Neburon-TP29,Neburon-TP31,Triisobutyl phosphate-TP10,Triisobutyl phosphate-TP11,Triisobutyl phosphate-TP15"
"M88_R267_17",267.228807,88.052813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86735,42273,35311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",88.052813,"1,4-dioxane,2-Butene-1,4-diol,Neburon-TP29,Neburon-TP31,Triisobutyl phosphate-TP10,Triisobutyl phosphate-TP11,Triisobutyl phosphate-TP15"
"M100_R226_29",225.782769,100.052542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73927,50347,78829,0,0,0,0,0,0,50869,51989,137731,78334,50048,75719,0,0,0,0,0,0,56380,118713,40111,106758,91856,129188,0,0,0,0,0,0,125783,101658,106667,81948,154815,139791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",100.052542,"2,4-Pentanedione,Ethyl acrylate,Glutaraldehyde,Methyl methacrylate"
"M100_R292_30",292.375334,100.052606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163517,83826,138757,178474,134929,150272,0,0,0,0,0,0,88356,123666,79069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",100.052606,"2,4-Pentanedione,Ethyl acrylate,Glutaraldehyde,Methyl methacrylate"
"M101_R164_31",164.123519,101.120687,0,0,0,0,0,0,0,0,0,0,63610,93707,57865,0,0,0,0,0,0,0,0,0,107212,77117,75735,0,0,0,0,0,0,0,0,0,66173,58855,95326,0,0,0,0,0,0,0,0,0,69448,64969,103940,0,0,0,0,0,0,0,0,48707,98692,54910,90751,42357,18715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",101.120687,"Diisopropylamine,Hexylamine,Triethylamine"
"M102_R216_32",216.444706,102.031817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69391,55453,50082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",102.031817,"Acesulfame K-TP5,Acetic anhydride,Propylene carbonate"
"M102_R264_33",263.5135,102.031845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116586,55980,84709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80773,133279,66533,120728,75320,52830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",102.031845,"Acesulfame K-TP5,Acetic anhydride,Propylene carbonate"
"M102_R202_34",201.801593,102.031847,0,0,0,0,0,0,86912,90805,131213,0,98900,114447,122957,0,0,0,0,0,118653,88873,91064,205638,222536,134377,259348,114574,212692,59128,77648,59726,196416,91512,139884,128947,247359,259694,121320,180921,168274,168839,134866,118782,214502,109276,160776,0,111929,110334,124986,0,0,134644,140122,104448,85752,119625,135348,162484,172009,151483,198978,184689,142161,160014,272098,95409,140386,96956,168296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",102.031847,"Acesulfame K-TP5,Acetic anhydride,Propylene carbonate"
"M103_R318_35",318.456888427496,103.042176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86219,66250,65485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M-H]-",103.042176,"Imidodicarbonic diamide"
"M104_R381_36",380.555823,104.026341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51213,57616,81875,58470,58906,68867,0,0,0,0,0,0,0,0,0,0,0,0,74845,51333,64485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",104.026341,"Potassium carbamoylcarbamate"
"M106_R402_37",401.930416,106.041967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285400,70651,116646,127659,172655,156265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99711,103977,81294,0,0,0,0,0,0,0,0,0,200958,154606,232430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",106.041967,"2-(ethylthio)ethanol,Benzaldehyde,Dimethoxymethylsilane"
"M108_R294_38",294.422137,108.057564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42116,38350,78014,0,0,0,0,0,0,0,0,0,61171,19248,99662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",108.057564,"Benzyl alcohol,MCPA-TP6,Mecoprop-TP6,m-Cresol,p-Cresol"
"M108_R267_39",267.284373,108.09399,69430,73890,69172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61530,0,0,0,45115,49016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56681,0,0,0,48004,56117,0,0,0,0,0,0,118637,0,0,0,58973,51366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",108.09399,"4-vinylcyclohexene"
"M108_R342_40",342.374858,108.094015,61286,84633,82258,193579,98070,118816,114400,41409,115633,39831,46738,70690,47030,64737,75457,119167,93068,90007,90329,89815,184191,139864,0,0,0,144049,82760,144628,132546,225309,168234,160885,140931,100921,0,0,0,62589,90727,177692,168182,170915,103507,108064,109030,0,78432,114959,49015,0,0,104999,171045,121300,130187,81563,111614,113628,0,0,0,74589,88015,147232,140962,151659,118303,104499,135585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",108.094015,"4-vinylcyclohexene"
"M110_R388_41",388.316622,110.01366,0,0,0,82664,73834,89137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",110.01366,"3-Chloro-1,2-propanediol,Ethyl phosphonate,Phosphonic acid, dimethyl ester"
"M110_R240_42",239.501464,110.03688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74822,29733,57726,0,0,0,0,0,0,53762,54551,138672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",110.03688,"1,2-dihydroxybenzene,ACETANILIDE-TP2,Acetaminophen-TP13,Acetaminophen-TP6,Bezafibrate-1-TP25,Bezafibrate-TP25,Hydroquinone,Resorcinol,Saccharin-TP5,Salicylic acid-TP3,Salicylic acid-TP9,Sulfamethazine-TP44,Sulfamethoxazole-TP16,Triclosan-TP11"
